DATE,ACCOUNT_HASH,CAMPAIGN_HASH,SPEND,REACH,IMPRESSIONS,CLICKS
2018-05-12,16ea25f8c0c144495e236fe6444a9409,e4f12e96a39f511f0d27751c84ce15d9,1756.83,291072,330898,841
2018-05-13,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,2500,666953,697323,586
2018-05-13,16ea25f8c0c144495e236fe6444a9409,e4f12e96a39f511f0d27751c84ce15d9,1722.06,306419,360524,613
2018-05-14,16ea25f8c0c144495e236fe6444a9409,e4f12e96a39f511f0d27751c84ce15d9,408.92,107264,114579,253
2018-05-15,16ea25f8c0c144495e236fe6444a9409,e4f12e96a39f511f0d27751c84ce15d9,1366.88,274373,321924,873
2018-05-16,16ea25f8c0c144495e236fe6444a9409,e4f12e96a39f511f0d27751c84ce15d9,1327.28,244378,276811,776
2018-05-17,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,310.51,118650,120156,84
2018-05-17,16ea25f8c0c144495e236fe6444a9409,e4f12e96a39f511f0d27751c84ce15d9,1427.22,234204,267262,772
2018-05-18,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,829.04,280311,290013,212
2018-05-18,16ea25f8c0c144495e236fe6444a9409,e4f12e96a39f511f0d27751c84ce15d9,1472.7,253942,288824,774
2018-05-19,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,891.27,336655,346583,248
2018-05-19,16ea25f8c0c144495e236fe6444a9409,e4f12e96a39f511f0d27751c84ce15d9,1542.37,299891,338893,904
2018-05-20,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,469.18,180918,183845,130
2018-05-20,16ea25f8c0c144495e236fe6444a9409,e4f12e96a39f511f0d27751c84ce15d9,1385.03,263971,300909,892
2018-05-21,16ea25f8c0c144495e236fe6444a9409,e4f12e96a39f511f0d27751c84ce15d9,1492.77,276472,311463,816
2018-05-22,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,235.37,68799,69412,0
2018-05-22,16ea25f8c0c144495e236fe6444a9409,e4f12e96a39f511f0d27751c84ce15d9,1355.99,231610,262157,787
2018-05-23,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,602.76,137195,138995,0
2018-05-23,16ea25f8c0c144495e236fe6444a9409,e4f12e96a39f511f0d27751c84ce15d9,1503.99,241817,274065,723
2018-05-24,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,670.52,147444,147794,0
2018-05-24,16ea25f8c0c144495e236fe6444a9409,e4f12e96a39f511f0d27751c84ce15d9,1391.15,232148,257543,592
2018-05-25,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,585.71,112935,113877,0
2018-05-25,16ea25f8c0c144495e236fe6444a9409,e4f12e96a39f511f0d27751c84ce15d9,1402.66,223740,257773,469
2018-05-26,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,574.13,114404,115376,0
2018-05-26,16ea25f8c0c144495e236fe6444a9409,e4f12e96a39f511f0d27751c84ce15d9,1430.9,210889,243183,454
2018-05-27,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,655.15,113781,115205,0
2018-05-27,16ea25f8c0c144495e236fe6444a9409,e4f12e96a39f511f0d27751c84ce15d9,1551.14,227204,263035,479
2018-05-28,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,426.36,66824,67177,0
2018-05-28,16ea25f8c0c144495e236fe6444a9409,e4f12e96a39f511f0d27751c84ce15d9,1848.04,344428,355022,311
2018-05-29,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,138.18,42353,42545,60
2018-05-30,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,892.44,224595,235993,336
2018-05-31,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,891.85,207718,215243,278
2018-05-31,16ea25f8c0c144495e236fe6444a9409,e4f12e96a39f511f0d27751c84ce15d9,554.46,101326,114685,195
2018-06-01,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,573.51,145669,148576,174
2018-06-01,16ea25f8c0c144495e236fe6444a9409,e4f12e96a39f511f0d27751c84ce15d9,1377.1,218049,257329,398
2018-06-02,16ea25f8c0c144495e236fe6444a9409,e4f12e96a39f511f0d27751c84ce15d9,1534.68,255490,300625,483
2018-06-03,16ea25f8c0c144495e236fe6444a9409,e4f12e96a39f511f0d27751c84ce15d9,1358.58,217208,251924,413
2018-06-04,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,398.3,138680,140942,158
2018-06-04,16ea25f8c0c144495e236fe6444a9409,4d3f3752a17c108879c0ceb55ac97d3f,265.21,57304,60658,60
2018-06-04,16ea25f8c0c144495e236fe6444a9409,e4f12e96a39f511f0d27751c84ce15d9,729.18,114782,125291,208
2018-06-05,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,813.42,241818,248393,276
2018-06-05,16ea25f8c0c144495e236fe6444a9409,4d3f3752a17c108879c0ceb55ac97d3f,665.33,108588,120455,158
2018-06-06,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,775.34,211922,215194,219
2018-06-06,16ea25f8c0c144495e236fe6444a9409,4d3f3752a17c108879c0ceb55ac97d3f,654.7,113001,121006,119
2018-06-07,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,886.9,220473,224447,245
2018-06-07,16ea25f8c0c144495e236fe6444a9409,4d3f3752a17c108879c0ceb55ac97d3f,687.16,100248,109232,131
2018-06-08,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,559.04,141018,143233,146
2018-06-08,16ea25f8c0c144495e236fe6444a9409,4d3f3752a17c108879c0ceb55ac97d3f,694.65,99480,108263,117
2018-06-09,16ea25f8c0c144495e236fe6444a9409,4d3f3752a17c108879c0ceb55ac97d3f,744.41,106976,119525,149
2018-06-10,16ea25f8c0c144495e236fe6444a9409,4d3f3752a17c108879c0ceb55ac97d3f,774.31,134472,147461,148
2018-06-11,16ea25f8c0c144495e236fe6444a9409,4d3f3752a17c108879c0ceb55ac97d3f,659.61,99676,108083,111
2018-06-12,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,601.29,193388,194344,0
2018-06-12,16ea25f8c0c144495e236fe6444a9409,4d3f3752a17c108879c0ceb55ac97d3f,307.72,46523,48570,77
2018-06-13,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,1606.13,393669,396739,0
2018-06-13,16ea25f8c0c144495e236fe6444a9409,4d3f3752a17c108879c0ceb55ac97d3f,87.09,18027,18148,21
2018-06-14,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,4058.56,805986,838962,498
2018-06-14,16ea25f8c0c144495e236fe6444a9409,4d3f3752a17c108879c0ceb55ac97d3f,397.75,77531,79351,77
2018-06-15,16ea25f8c0c144495e236fe6444a9409,4d3f3752a17c108879c0ceb55ac97d3f,408.65,80656,82152,80
2018-06-16,16ea25f8c0c144495e236fe6444a9409,4d3f3752a17c108879c0ceb55ac97d3f,410.46,92679,94105,93
2018-06-17,16ea25f8c0c144495e236fe6444a9409,4d3f3752a17c108879c0ceb55ac97d3f,1496.05,291627,297942,254
2018-06-20,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,255.25,74232,74738,92
2018-06-21,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,1106.7,242923,251139,293
2018-06-21,16ea25f8c0c144495e236fe6444a9409,4d3f3752a17c108879c0ceb55ac97d3f,9206.31,800519,1184084,5632
2018-06-22,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,1214.61,223815,229567,233
2018-06-22,16ea25f8c0c144495e236fe6444a9409,4d3f3752a17c108879c0ceb55ac97d3f,662.13,130982,132177,80
2018-06-23,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,1359.34,301022,305660,268
2018-06-23,16ea25f8c0c144495e236fe6444a9409,4d3f3752a17c108879c0ceb55ac97d3f,1707.01,304832,307072,177
2018-06-24,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,1003.19,300904,307565,187
2018-06-24,16ea25f8c0c144495e236fe6444a9409,4d3f3752a17c108879c0ceb55ac97d3f,1797.35,291449,293130,155
2018-06-25,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,1040.97,284048,288837,216
2018-06-25,16ea25f8c0c144495e236fe6444a9409,4d3f3752a17c108879c0ceb55ac97d3f,2994.92,420624,479937,885
2018-06-26,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,885.94,225464,227785,150
2018-06-26,16ea25f8c0c144495e236fe6444a9409,4d3f3752a17c108879c0ceb55ac97d3f,5108.83,587184,728683,1758
2018-06-27,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,202.44,57009,57298,30
2018-06-27,16ea25f8c0c144495e236fe6444a9409,4d3f3752a17c108879c0ceb55ac97d3f,2895,346288,359854,519
2018-06-28,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,1127.5,315443,328231,174
2018-06-28,16ea25f8c0c144495e236fe6444a9409,4d3f3752a17c108879c0ceb55ac97d3f,1905.55,235664,238330,122
2018-06-29,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,1265.17,327481,337291,193
2018-06-29,16ea25f8c0c144495e236fe6444a9409,4d3f3752a17c108879c0ceb55ac97d3f,3238.91,392769,462970,702
2018-06-30,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,837.89,216558,220403,155
2018-06-30,16ea25f8c0c144495e236fe6444a9409,4d3f3752a17c108879c0ceb55ac97d3f,3439.83,439984,510874,918
2018-07-01,16ea25f8c0c144495e236fe6444a9409,4d3f3752a17c108879c0ceb55ac97d3f,1711.98,246496,328344,979
2018-07-02,16ea25f8c0c144495e236fe6444a9409,4d3f3752a17c108879c0ceb55ac97d3f,1662.03,243296,300578,846
2018-07-03,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,226.94,72016,82562,200
2018-07-03,16ea25f8c0c144495e236fe6444a9409,4d3f3752a17c108879c0ceb55ac97d3f,859.14,123456,137336,384
2018-07-03,16ea25f8c0c144495e236fe6444a9409,cd70b44b41f1d2c8e835559c1fa0f5c7,1413.42,288142,303031,414
2018-07-04,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,598.06,170413,211088,544
2018-07-04,16ea25f8c0c144495e236fe6444a9409,cd70b44b41f1d2c8e835559c1fa0f5c7,2885,572904,614602,904
2018-07-05,16ea25f8c0c144495e236fe6444a9409,cd70b44b41f1d2c8e835559c1fa0f5c7,1714.4,333632,370857,459
2018-07-06,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,418.84,180447,187742,74
2018-07-06,16ea25f8c0c144495e236fe6444a9409,cd70b44b41f1d2c8e835559c1fa0f5c7,1881.67,316769,357354,436
2018-07-07,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,941.8,349098,374321,203
2018-07-07,16ea25f8c0c144495e236fe6444a9409,cd70b44b41f1d2c8e835559c1fa0f5c7,1889.99,292048,335284,496
2018-07-08,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,1097.82,419358,443516,226
2018-07-08,16ea25f8c0c144495e236fe6444a9409,cd70b44b41f1d2c8e835559c1fa0f5c7,2067.25,346663,384422,561
2018-07-09,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,566.54,227986,234365,130
2018-07-09,16ea25f8c0c144495e236fe6444a9409,cd70b44b41f1d2c8e835559c1fa0f5c7,1878.38,321335,366655,479
2018-07-10,16ea25f8c0c144495e236fe6444a9409,cd70b44b41f1d2c8e835559c1fa0f5c7,1880.79,319535,354943,481
2018-07-11,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,106.84,38800,39223,0
2018-07-11,16ea25f8c0c144495e236fe6444a9409,cd70b44b41f1d2c8e835559c1fa0f5c7,1820.35,290818,324330,410
2018-07-12,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,435.64,175438,176103,0
2018-07-12,16ea25f8c0c144495e236fe6444a9409,cd70b44b41f1d2c8e835559c1fa0f5c7,2082.87,304208,342300,432
2018-07-13,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,1435.06,408604,464156,742
2018-07-13,16ea25f8c0c144495e236fe6444a9409,cd70b44b41f1d2c8e835559c1fa0f5c7,581.03,108861,110703,140
2018-07-14,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,1406.82,433533,438021,0
2018-07-14,16ea25f8c0c144495e236fe6444a9409,cd70b44b41f1d2c8e835559c1fa0f5c7,903.74,184530,224960,309
2018-07-15,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,512.1,207295,210077,0
2018-07-15,16ea25f8c0c144495e236fe6444a9409,cd70b44b41f1d2c8e835559c1fa0f5c7,964.83,217471,246047,309
2018-07-16,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,817.8,309450,311379,0
2018-07-16,16ea25f8c0c144495e236fe6444a9409,cd70b44b41f1d2c8e835559c1fa0f5c7,1571.52,338618,387342,511
2018-07-17,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,509.34,180788,181039,0
2018-07-17,16ea25f8c0c144495e236fe6444a9409,cd70b44b41f1d2c8e835559c1fa0f5c7,2467.06,463124,528760,670
2018-07-18,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,240.9,76843,77223,0
2018-07-18,16ea25f8c0c144495e236fe6444a9409,cd70b44b41f1d2c8e835559c1fa0f5c7,2724.25,479875,554747,764
2018-07-19,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,703.77,207293,210528,0
2018-07-19,16ea25f8c0c144495e236fe6444a9409,cd70b44b41f1d2c8e835559c1fa0f5c7,2755.53,506425,569587,809
2018-07-20,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,727.13,173079,175077,0
2018-07-20,16ea25f8c0c144495e236fe6444a9409,cd70b44b41f1d2c8e835559c1fa0f5c7,3063.72,543685,624916,993
2018-07-21,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,937.95,250515,259736,113
2018-07-21,16ea25f8c0c144495e236fe6444a9409,cd70b44b41f1d2c8e835559c1fa0f5c7,3099.61,489035,558247,1015
2018-07-22,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,955.23,349690,372835,287
2018-07-22,16ea25f8c0c144495e236fe6444a9409,cd70b44b41f1d2c8e835559c1fa0f5c7,3325.59,538559,610388,1029
2018-07-23,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,1090.8,395276,426064,344
2018-07-23,16ea25f8c0c144495e236fe6444a9409,cd70b44b41f1d2c8e835559c1fa0f5c7,1032.73,195604,215318,316
2018-07-24,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,569.22,208284,214419,242
2018-07-24,16ea25f8c0c144495e236fe6444a9409,cd70b44b41f1d2c8e835559c1fa0f5c7,2060.79,366283,433716,777
2018-07-25,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,223.75,96889,97587,36
2018-07-25,16ea25f8c0c144495e236fe6444a9409,cd70b44b41f1d2c8e835559c1fa0f5c7,2593.75,487245,552293,912
2018-07-26,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,569.82,254474,257757,100
2018-07-26,16ea25f8c0c144495e236fe6444a9409,cd70b44b41f1d2c8e835559c1fa0f5c7,2064.72,386879,431452,826
2018-07-27,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,783.55,297958,300525,115
2018-07-27,16ea25f8c0c144495e236fe6444a9409,cd70b44b41f1d2c8e835559c1fa0f5c7,2214.11,413767,463742,982
2018-07-28,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,622.88,217577,218873,81
2018-07-28,16ea25f8c0c144495e236fe6444a9409,cd70b44b41f1d2c8e835559c1fa0f5c7,2650.73,488924,542420,1155
2018-07-29,16ea25f8c0c144495e236fe6444a9409,cd70b44b41f1d2c8e835559c1fa0f5c7,2689.8,523185,579647,1267
2018-07-30,16ea25f8c0c144495e236fe6444a9409,cd70b44b41f1d2c8e835559c1fa0f5c7,2540.78,473568,525172,1155
2018-07-31,16ea25f8c0c144495e236fe6444a9409,cd70b44b41f1d2c8e835559c1fa0f5c7,1778.79,348053,369053,661
2018-08-01,16ea25f8c0c144495e236fe6444a9409,4a34893dd9a134ee4c51d78d64da0426,376.69,84771,94071,87
2018-08-02,16ea25f8c0c144495e236fe6444a9409,4a34893dd9a134ee4c51d78d64da0426,935.15,172968,194419,196
2018-08-03,16ea25f8c0c144495e236fe6444a9409,4a34893dd9a134ee4c51d78d64da0426,515.15,103532,114525,148
2018-08-04,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,3300,830434,835321,461
2018-08-04,16ea25f8c0c144495e236fe6444a9409,4a34893dd9a134ee4c51d78d64da0426,448.45,81248,105610,184
2018-08-05,16ea25f8c0c144495e236fe6444a9409,4a34893dd9a134ee4c51d78d64da0426,436.24,81408,102543,157
2018-08-06,16ea25f8c0c144495e236fe6444a9409,4a34893dd9a134ee4c51d78d64da0426,432.24,80008,95242,128
2018-08-07,16ea25f8c0c144495e236fe6444a9409,4a34893dd9a134ee4c51d78d64da0426,418.63,70424,85972,119
2018-08-08,16ea25f8c0c144495e236fe6444a9409,4a34893dd9a134ee4c51d78d64da0426,495.02,79904,98689,141
2018-08-09,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,233.71,69165,70340,53
2018-08-09,16ea25f8c0c144495e236fe6444a9409,4a34893dd9a134ee4c51d78d64da0426,550.01,125544,140228,211
2018-08-10,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,974.99,297386,309819,254
2018-08-10,16ea25f8c0c144495e236fe6444a9409,4a34893dd9a134ee4c51d78d64da0426,691.42,157248,178117,282
2018-08-11,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,1145.22,318063,331114,246
2018-08-11,16ea25f8c0c144495e236fe6444a9409,4a34893dd9a134ee4c51d78d64da0426,701.8,146632,162882,279
2018-08-12,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,1074.09,333958,341982,321
2018-08-12,16ea25f8c0c144495e236fe6444a9409,4a34893dd9a134ee4c51d78d64da0426,754.57,162450,179435,312
2018-08-13,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,696.99,204385,209704,206
2018-08-13,16ea25f8c0c144495e236fe6444a9409,4a34893dd9a134ee4c51d78d64da0426,638.34,126819,140394,249
2018-08-14,16ea25f8c0c144495e236fe6444a9409,4a34893dd9a134ee4c51d78d64da0426,3867.45,637448,728374,761
2018-08-15,16ea25f8c0c144495e236fe6444a9409,4a34893dd9a134ee4c51d78d64da0426,4231.26,703032,767065,808
2018-08-16,16ea25f8c0c144495e236fe6444a9409,4a34893dd9a134ee4c51d78d64da0426,1142.32,189881,196468,260
2018-08-16,16ea25f8c0c144495e236fe6444a9409,cb17aca5c4daabaddbafe5ce533a971c,1815.08,221927,240378,1124
2018-08-17,16ea25f8c0c144495e236fe6444a9409,cb17aca5c4daabaddbafe5ce533a971c,2478.62,265712,297559,1420
2018-08-18,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,291.17,95439,98382,94
2018-08-18,16ea25f8c0c144495e236fe6444a9409,cb17aca5c4daabaddbafe5ce533a971c,2720.59,305177,330592,1463
2018-08-19,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,1029.52,325212,355350,349
2018-08-19,16ea25f8c0c144495e236fe6444a9409,cb17aca5c4daabaddbafe5ce533a971c,2752.82,337198,366057,1410
2018-08-20,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,1096.03,357273,368341,327
2018-08-20,16ea25f8c0c144495e236fe6444a9409,4a34893dd9a134ee4c51d78d64da0426,283.27,50532,67647,172
2018-08-20,16ea25f8c0c144495e236fe6444a9409,cb17aca5c4daabaddbafe5ce533a971c,623.52,83399,84582,368
2018-08-21,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,1004.05,310101,319079,306
2018-08-21,16ea25f8c0c144495e236fe6444a9409,4a34893dd9a134ee4c51d78d64da0426,517.7,83212,107757,299
2018-08-22,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,704.23,206020,213654,227
2018-08-22,16ea25f8c0c144495e236fe6444a9409,4a34893dd9a134ee4c51d78d64da0426,434.93,91405,100948,207
2018-08-23,16ea25f8c0c144495e236fe6444a9409,4a34893dd9a134ee4c51d78d64da0426,639.43,184516,199324,167
2018-08-24,16ea25f8c0c144495e236fe6444a9409,4a34893dd9a134ee4c51d78d64da0426,697.33,180013,191815,189
2018-08-25,16ea25f8c0c144495e236fe6444a9409,4a34893dd9a134ee4c51d78d64da0426,686.94,195726,205800,171
2018-08-26,16ea25f8c0c144495e236fe6444a9409,4a34893dd9a134ee4c51d78d64da0426,740.12,235308,247803,216
2018-08-27,16ea25f8c0c144495e236fe6444a9409,4a34893dd9a134ee4c51d78d64da0426,717.17,210776,222037,358
2018-08-28,16ea25f8c0c144495e236fe6444a9409,4a34893dd9a134ee4c51d78d64da0426,687.96,164353,183431,378
2018-08-29,16ea25f8c0c144495e236fe6444a9409,4a34893dd9a134ee4c51d78d64da0426,1.56,870,870,6
2018-08-30,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,441.46,125119,127880,132
2018-08-31,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,1465.86,367663,395948,413
2018-09-01,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,1355.62,360584,381087,411
2018-09-02,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,861.81,247329,253194,244
2018-09-03,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,825,184514,264308,696
2018-09-05,16ea25f8c0c144495e236fe6444a9409,c861e88cfc5a58312a62bb62d5d2ee2d,158.48,52859,56469,74
2018-09-06,16ea25f8c0c144495e236fe6444a9409,c861e88cfc5a58312a62bb62d5d2ee2d,526.35,148270,165735,213
2018-09-07,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,694.08,259933,268982,193
2018-09-07,16ea25f8c0c144495e236fe6444a9409,c861e88cfc5a58312a62bb62d5d2ee2d,507.09,138456,155349,175
2018-09-08,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,1375.22,470757,500376,390
2018-09-08,16ea25f8c0c144495e236fe6444a9409,c861e88cfc5a58312a62bb62d5d2ee2d,549.12,150396,166397,216
2018-09-09,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,1296.41,459229,479500,395
2018-09-09,16ea25f8c0c144495e236fe6444a9409,c861e88cfc5a58312a62bb62d5d2ee2d,539.76,167235,185543,201
2018-09-10,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,759.29,277010,285346,213
2018-09-10,16ea25f8c0c144495e236fe6444a9409,c861e88cfc5a58312a62bb62d5d2ee2d,514.06,156106,167709,222
2018-09-11,16ea25f8c0c144495e236fe6444a9409,c861e88cfc5a58312a62bb62d5d2ee2d,462.12,114044,128680,173
2018-09-12,16ea25f8c0c144495e236fe6444a9409,c861e88cfc5a58312a62bb62d5d2ee2d,486.2,127714,139503,172
2018-09-13,16ea25f8c0c144495e236fe6444a9409,c861e88cfc5a58312a62bb62d5d2ee2d,509.33,123378,135354,171
2018-09-14,16ea25f8c0c144495e236fe6444a9409,c861e88cfc5a58312a62bb62d5d2ee2d,528.82,121585,131005,170
2018-09-15,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,373.45,146721,146916,74
2018-09-15,16ea25f8c0c144495e236fe6444a9409,c861e88cfc5a58312a62bb62d5d2ee2d,568.56,142049,155809,194
2018-09-16,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,1083.69,416042,428852,220
2018-09-16,16ea25f8c0c144495e236fe6444a9409,c861e88cfc5a58312a62bb62d5d2ee2d,549.52,156016,171615,186
2018-09-17,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,1141.39,456453,467742,257
2018-09-17,16ea25f8c0c144495e236fe6444a9409,c861e88cfc5a58312a62bb62d5d2ee2d,542.97,156857,171144,192
2018-09-18,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,701.47,247513,247702,134
2018-09-18,16ea25f8c0c144495e236fe6444a9409,c861e88cfc5a58312a62bb62d5d2ee2d,137.16,38025,39459,53
2018-09-18,16ea25f8c0c144495e236fe6444a9409,4b2b24b65cfd99941d37873e18e4eda2,431.22,43594,44613,119
2018-09-19,16ea25f8c0c144495e236fe6444a9409,4b2b24b65cfd99941d37873e18e4eda2,1734.08,121779,145594,641
2018-09-20,16ea25f8c0c144495e236fe6444a9409,4b2b24b65cfd99941d37873e18e4eda2,2401.04,134270,183884,658
2018-09-21,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,391.61,126523,129265,537
2018-09-21,16ea25f8c0c144495e236fe6444a9409,4b2b24b65cfd99941d37873e18e4eda2,2582.99,168825,197033,609
2018-09-22,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,1300.86,399073,420688,2077
2018-09-22,16ea25f8c0c144495e236fe6444a9409,4b2b24b65cfd99941d37873e18e4eda2,3053.87,158484,191948,832
2018-09-23,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,1595.8,559360,578052,3137
2018-09-23,16ea25f8c0c144495e236fe6444a9409,4b2b24b65cfd99941d37873e18e4eda2,3037.72,105345,130789,818
2018-09-24,7c7f7d568e4e262b1e09ee1431032e0b,35e19821aa320b28bf9054dae1420d22,836.73,314841,317401,1363
2018-09-24,16ea25f8c0c144495e236fe6444a9409,4b2b24b65cfd99941d37873e18e4eda2,2510.62,103552,133478,612
