day,conversion_type,channel,segment,tactic,lookup_type,spend,impressions,clicks
3/21/20,New Buyers,Affiliate,Prospects,Impact Radius,impact-radius-transaction,3534,0,0
3/21/20,New Buyers,Email,Prospects,Emarsys Acquisition,emarsys,0,15959,452
3/21/20,New Buyers,Email,Customers,Emarsys Existing,emarsys,0,379596,1631
3/21/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,0.39,120,1
3/21/20,New Buyers,Social,Prospects,Snapchat,Snapchat,0.041309,25,0
3/22/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,0,0,0
3/22/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
3/22/20,New Buyers,Affiliate,Prospects,Impact Radius,impact-radius-transaction,3534,0,0
3/22/20,New Buyers,Affiliate,Prospects,Impact Radius,SmarterChaos,3534,0,0
3/22/20,New Buyers,Email,Prospects,Emarsys Acquisition,emarsys,0,19760,573
3/22/20,New Buyers,Email,Customers,Emarsys Existing,emarsys,0,37383,869
3/22/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,0,72,0
3/22/20,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
3/23/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,0,0,0
3/23/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
3/23/20,New Buyers,Affiliate,Prospects,Impact Radius,SmarterChaos,3534,0,0
3/23/20,New Buyers,Affiliate,Prospects,Impact Radius,impact-radius-transaction,3534,0,0
3/23/20,New Buyers,Email,Prospects,Emarsys Acquisition,emarsys,0,11977,470
3/23/20,New Buyers,Email,Customers,Emarsys Existing,emarsys,0,14664,574
3/23/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,2.86,318,4
3/23/20,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
3/24/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,0,0,0
3/24/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
3/24/20,New Buyers,Affiliate,Prospects,Impact Radius,impact-radius-transaction,3534,0,0
3/24/20,New Buyers,Affiliate,Prospects,Impact Radius,SmarterChaos,3534,0,0
3/24/20,New Buyers,Email,Prospects,Emarsys Acquisition,emarsys,0,22067,655
3/24/20,New Buyers,Email,Customers,Emarsys Existing,emarsys,0,27370,632
3/24/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,5.2,1309,20
3/24/20,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
3/25/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,0,0,0
3/25/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
3/25/20,New Buyers,Affiliate,Prospects,Impact Radius,SmarterChaos,3534,0,0
3/25/20,New Buyers,Affiliate,Prospects,Impact Radius,impact-radius-transaction,3534,0,0
3/25/20,New Buyers,Email,Prospects,Emarsys Acquisition,emarsys,0,26735,794
3/25/20,New Buyers,Email,Customers,Emarsys Existing,emarsys,0,30086,775
3/25/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,6.73,798,15
3/25/20,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
3/26/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,0,0,0
3/26/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
3/26/20,New Buyers,Affiliate,Prospects,Impact Radius,SmarterChaos,3534,0,0
3/26/20,New Buyers,Affiliate,Prospects,Impact Radius,impact-radius-transaction,3534,0,0
3/26/20,New Buyers,Email,Prospects,Emarsys Acquisition,emarsys,0,1136,32
3/26/20,New Buyers,Email,Customers,Emarsys Existing,emarsys,0,121,1
3/26/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,6.47,1864,25
3/26/20,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
3/27/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,0,0,0
3/27/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
3/27/20,New Buyers,Affiliate,Prospects,Impact Radius,impact-radius-transaction,3534,0,0
3/27/20,New Buyers,Affiliate,Prospects,Impact Radius,SmarterChaos,3534,0,0
3/27/20,New Buyers,Email,Prospects,Emarsys Acquisition,emarsys,0,24898,705
3/27/20,New Buyers,Email,Customers,Emarsys Existing,emarsys,0,29076,917
3/27/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,6.07,1909,23
3/27/20,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
3/28/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,0,0,0
3/28/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
3/28/20,New Buyers,Affiliate,Prospects,Impact Radius,SmarterChaos,3534,0,0
3/28/20,New Buyers,Affiliate,Prospects,Impact Radius,impact-radius-transaction,3534,0,0
3/28/20,New Buyers,Email,Prospects,Emarsys Acquisition,emarsys,0,28000,824
3/28/20,New Buyers,Email,Customers,Emarsys Existing,emarsys,0,33073,1011
3/28/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,4.44,875,11
3/28/20,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
3/29/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,0,0,0
3/29/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
3/29/20,New Buyers,Affiliate,Prospects,Impact Radius,SmarterChaos,3534,0,0
3/29/20,New Buyers,Affiliate,Prospects,Impact Radius,impact-radius-transaction,3534,0,0
3/29/20,New Buyers,Email,Prospects,Emarsys Acquisition,emarsys,0,34477,953
3/29/20,New Buyers,Email,Customers,Emarsys Existing,emarsys,0,31889,818
3/29/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,1.86,747,5
3/29/20,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
3/30/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,0,0,0
3/30/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
3/30/20,New Buyers,Affiliate,Prospects,Impact Radius,SmarterChaos,3534,0,0
3/30/20,New Buyers,Affiliate,Prospects,Impact Radius,impact-radius-transaction,3534,0,0
3/30/20,New Buyers,Email,Prospects,Emarsys Acquisition,emarsys,0,31523,760
3/30/20,New Buyers,Email,Customers,Emarsys Existing,emarsys,0,30838,851
3/30/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,5,1416,18
3/30/20,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
3/31/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,0,0,0
3/31/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
3/31/20,New Buyers,Affiliate,Prospects,Impact Radius,impact-radius-transaction,3534,0,0
3/31/20,New Buyers,Affiliate,Prospects,Impact Radius,SmarterChaos,3534,0,0
3/31/20,New Buyers,Email,Prospects,Emarsys Acquisition,emarsys,0,32846,875
3/31/20,New Buyers,Email,Customers,Emarsys Existing,emarsys,0,33112,1083
3/31/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,1.43,133,3
3/31/20,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
4/1/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,0,0,0
4/1/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
4/1/20,New Buyers,Affiliate,Prospects,Impact Radius,SmarterChaos,4010,0,0
4/1/20,New Buyers,Affiliate,Prospects,Impact Radius,impact-radius-transaction,4010,0,0
4/1/20,New Buyers,Email,Prospects,Emarsys Acquisition,emarsys,0,38218,1014
4/1/20,New Buyers,Email,Customers,Emarsys Existing,emarsys,0,39262,1069
4/1/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,0.59,288,2
4/1/20,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
4/2/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,0,0,0
4/2/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
4/2/20,New Buyers,Affiliate,Prospects,Impact Radius,impact-radius-transaction,4010,0,0
4/2/20,New Buyers,Affiliate,Prospects,Impact Radius,SmarterChaos,4010,0,0
4/2/20,New Buyers,Email,Prospects,Emarsys Acquisition,emarsys,0,41353,1030
4/2/20,New Buyers,Email,Customers,Emarsys Existing,emarsys,0,33332,1314
4/2/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,1.96,898,5
4/2/20,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
4/3/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,0,0,0
4/3/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
4/3/20,New Buyers,Affiliate,Prospects,Impact Radius,SmarterChaos,4010,0,0
4/3/20,New Buyers,Affiliate,Prospects,Impact Radius,impact-radius-transaction,4010,0,0
4/3/20,New Buyers,Email,Prospects,Emarsys Acquisition,emarsys,0,31344,1114
4/3/20,New Buyers,Email,Customers,Emarsys Existing,emarsys,0,34515,1318
4/3/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,0.45,382,2
4/3/20,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
4/4/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,0,0,0
4/4/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
4/4/20,New Buyers,Affiliate,Prospects,Impact Radius,SmarterChaos,4010,0,0
4/4/20,New Buyers,Affiliate,Prospects,Impact Radius,impact-radius-transaction,4010,0,0
4/4/20,New Buyers,Email,Prospects,Emarsys Acquisition,emarsys,0,45820,1457
4/4/20,New Buyers,Email,Customers,Emarsys Existing,emarsys,0,42675,1473
4/4/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,0.15,367,3
4/4/20,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
4/5/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,0,0,0
4/5/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
4/5/20,New Buyers,Affiliate,Prospects,Impact Radius,impact-radius-transaction,4010,0,0
4/5/20,New Buyers,Affiliate,Prospects,Impact Radius,SmarterChaos,4010,0,0
4/5/20,New Buyers,Email,Prospects,Emarsys Acquisition,emarsys,0,55907,1448
4/5/20,New Buyers,Email,Customers,Emarsys Existing,emarsys,0,33393,1128
4/5/20,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
4/6/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,0,0,0
4/6/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
4/6/20,New Buyers,Affiliate,Prospects,Impact Radius,SmarterChaos,4010,0,0
4/6/20,New Buyers,Affiliate,Prospects,Impact Radius,impact-radius-transaction,4010,0,0
4/6/20,New Buyers,Email,Prospects,Emarsys Acquisition,emarsys,0,45380,1270
4/6/20,New Buyers,Email,Customers,Emarsys Existing,emarsys,0,33861,1024
4/6/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,0.15,9,1
4/6/20,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
4/7/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,0,0,0
4/7/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
4/7/20,New Buyers,Affiliate,Prospects,Impact Radius,impact-radius-transaction,4010,0,0
4/7/20,New Buyers,Affiliate,Prospects,Impact Radius,SmarterChaos,4010,0,0
4/7/20,New Buyers,Email,Prospects,Emarsys Acquisition,emarsys,0,44461,1234
4/7/20,New Buyers,Email,Customers,Emarsys Existing,emarsys,0,33980,1191
4/7/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,0.45,395,3
4/7/20,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
4/8/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,0,0,0
4/8/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
4/8/20,New Buyers,Affiliate,Prospects,Impact Radius,SmarterChaos,4010,0,0
4/8/20,New Buyers,Affiliate,Prospects,Impact Radius,impact-radius-transaction,4010,0,0
4/8/20,New Buyers,Email,Prospects,Emarsys Acquisition,emarsys,0,48105,1237
4/8/20,New Buyers,Email,Customers,Emarsys Existing,emarsys,0,32792,1127
4/8/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,0.01,150,1
4/8/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,4471.7,674604,14968
4/8/20,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
4/9/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,0,0,0
4/9/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
4/9/20,New Buyers,Affiliate,Prospects,Impact Radius,impact-radius-transaction,4010,0,0
4/9/20,New Buyers,Affiliate,Prospects,Impact Radius,SmarterChaos,4010,0,0
4/9/20,New Buyers,Email,Prospects,Emarsys Acquisition,emarsys,0,52211,1274
4/9/20,New Buyers,Email,Customers,Emarsys Existing,emarsys,0,34756,1253
4/9/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,12057.78,1662292,27890
4/9/20,New Buyers,Social,Prospects,Snapchat,Snapchat,2795.833375,1526726,0
4/10/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,0,0,0
4/10/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
4/10/20,New Buyers,Affiliate,Prospects,Impact Radius,SmarterChaos,4010,0,0
4/10/20,New Buyers,Affiliate,Prospects,Impact Radius,impact-radius-transaction,4010,0,0
4/10/20,New Buyers,Email,Prospects,Emarsys Acquisition,emarsys,0,53317,1224
4/10/20,New Buyers,Email,Customers,Emarsys Existing,emarsys,0,36509,1228
4/10/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,0.03,124,3
4/10/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,12491.58,1530694,21544
4/10/20,New Buyers,Social,Prospects,Snapchat,Snapchat,2877.789301,1660730,0
4/11/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,0,0,0
4/11/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
4/11/20,New Buyers,Affiliate,Prospects,Impact Radius,SmarterChaos,4010,0,0
4/11/20,New Buyers,Affiliate,Prospects,Impact Radius,impact-radius-transaction,4010,0,0
4/11/20,New Buyers,Email,Prospects,Emarsys Acquisition,emarsys,0,56444,1373
4/11/20,New Buyers,Email,Customers,Emarsys Existing,emarsys,0,34143,1151
4/11/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,13289.6,1523282,17864
4/11/20,New Buyers,Social,Prospects,Snapchat,Snapchat,2849.977259,1485808,0
4/12/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,0,0,0
4/12/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
4/12/20,New Buyers,Affiliate,Prospects,Impact Radius,SmarterChaos,4010,0,0
4/12/20,New Buyers,Affiliate,Prospects,Impact Radius,impact-radius-transaction,4010,0,0
4/12/20,New Buyers,Email,Prospects,Emarsys Acquisition,emarsys,0,43174,640
4/12/20,New Buyers,Email,Customers,Emarsys Existing,emarsys,0,35861,999
4/12/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,0.35,24,1
4/12/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,12150.68,1482644,15410
4/12/20,New Buyers,Social,Prospects,Snapchat,Snapchat,2851.311814,1570772,0
4/13/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,0,0,0
4/13/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
4/13/20,New Buyers,Affiliate,Prospects,Impact Radius,impact-radius-transaction,4010,0,0
4/13/20,New Buyers,Affiliate,Prospects,Impact Radius,SmarterChaos,4010,0,0
4/13/20,New Buyers,Email,Prospects,Emarsys Acquisition,emarsys,0,46917,675
4/13/20,New Buyers,Email,Customers,Emarsys Existing,emarsys,0,26365,812
4/13/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,0.32,12,1
4/13/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,12322.28,1566472,13382
4/13/20,New Buyers,Social,Prospects,Snapchat,Snapchat,2521.830952,1529252,0
4/14/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,0,0,0
4/14/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
4/14/20,New Buyers,Affiliate,Prospects,Impact Radius,SmarterChaos,4010,0,0
4/14/20,New Buyers,Affiliate,Prospects,Impact Radius,impact-radius-transaction,4010,0,0
4/14/20,New Buyers,Email,Prospects,Emarsys Acquisition,emarsys,0,57809,1158
4/14/20,New Buyers,Email,Customers,Emarsys Existing,emarsys,0,29664,747
4/14/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,13045.46,1568114,15054
4/14/20,New Buyers,Social,Prospects,Snapchat,Snapchat,2358.920548,1433350,0
4/14/20,New Buyers,Video,Prospects,Roku - Prospecting,roku-performance-data,4573.97,91846,366
4/15/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,0,0,0
4/15/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
4/15/20,New Buyers,Affiliate,Prospects,Impact Radius,SmarterChaos,4010,0,0
4/15/20,New Buyers,Affiliate,Prospects,Impact Radius,impact-radius-transaction,4010,0,0
4/15/20,New Buyers,Email,Prospects,Emarsys Acquisition,emarsys,0,50776,1095
4/15/20,New Buyers,Email,Customers,Emarsys Existing,emarsys,0,50063,1434
4/15/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,0.93,269,4
4/15/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,13049.95,1604966,12900
4/15/20,New Buyers,Social,Prospects,Snapchat,Snapchat,2037.75385,1180762,0
4/15/20,New Buyers,Video,Prospects,Roku - Prospecting,roku-performance-data,4681.35,108887,199
4/16/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,0,0,0
4/16/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
4/16/20,New Buyers,Affiliate,Prospects,Impact Radius,SmarterChaos,4010,0,0
4/16/20,New Buyers,Affiliate,Prospects,Impact Radius,impact-radius-transaction,4010,0,0
4/16/20,New Buyers,Email,Prospects,Emarsys Acquisition,emarsys,0,49440,897
4/16/20,New Buyers,Email,Customers,Emarsys Existing,emarsys,0,42578,1459
4/16/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,0.45,165,1
4/16/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,13466.66,1769446,13380
4/16/20,New Buyers,Social,Prospects,Snapchat,Snapchat,109.401136,60295,0
4/16/20,New Buyers,Video,Prospects,Roku - Prospecting,roku-performance-data,4360.24,108571,126
4/17/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,0,0,0
4/17/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
4/17/20,New Buyers,Affiliate,Prospects,Impact Radius,SmarterChaos,4010,0,0
4/17/20,New Buyers,Affiliate,Prospects,Impact Radius,impact-radius-transaction,4010,0,0
4/17/20,New Buyers,Email,Prospects,Emarsys Acquisition,emarsys,0,46045,648
4/17/20,New Buyers,Email,Customers,Emarsys Existing,emarsys,0,58060,1879
4/17/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,0,40,0
4/17/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,13283,1496944,13776
4/17/20,New Buyers,Social,Prospects,Snapchat,Snapchat,2712.018158,1541279,0
4/17/20,New Buyers,Video,Prospects,Roku - Prospecting,roku-performance-data,3943.65,92045,78
4/18/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,0,0,0
4/18/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
4/18/20,New Buyers,Affiliate,Prospects,Impact Radius,SmarterChaos,4010,0,0
4/18/20,New Buyers,Affiliate,Prospects,Impact Radius,impact-radius-transaction,4010,0,0
4/18/20,New Buyers,Email,Prospects,Emarsys Acquisition,emarsys,0,59889,970
4/18/20,New Buyers,Email,Customers,Emarsys Existing,emarsys,0,49716,1383
4/18/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,0.45,16,1
4/18/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,14600.01,1721374,12186
4/18/20,New Buyers,Social,Prospects,Snapchat,Snapchat,3001.092064,1596844,0
4/18/20,New Buyers,Video,Prospects,Roku - Prospecting,roku-performance-data,3991.92,97439,101
4/19/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,0,0,0
4/19/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
4/19/20,New Buyers,Affiliate,Prospects,Impact Radius,SmarterChaos,4010,0,0
4/19/20,New Buyers,Affiliate,Prospects,Impact Radius,impact-radius-transaction,4010,0,0
4/19/20,New Buyers,Email,Prospects,Emarsys Acquisition,emarsys,0,64679,1042
4/19/20,New Buyers,Email,Customers,Emarsys Existing,emarsys,0,43235,1154
4/19/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,0.61,172,3
4/19/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,13320.13,1513962,11596
4/19/20,New Buyers,Social,Prospects,Snapchat,Snapchat,2973.899383,1508991,0
4/19/20,New Buyers,Video,Prospects,Roku - Prospecting,roku-performance-data,3927.18,97399,101
4/20/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,0,0,0
4/20/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
4/20/20,New Buyers,Affiliate,Prospects,Impact Radius,SmarterChaos,4010,0,0
4/20/20,New Buyers,Affiliate,Prospects,Impact Radius,impact-radius-transaction,4010,0,0
4/20/20,New Buyers,Email,Prospects,Emarsys Acquisition,emarsys,0,46261,792
4/20/20,New Buyers,Email,Customers,Emarsys Existing,emarsys,0,37582,978
4/20/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,1.52,71,1
4/20/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,13477.42,1467156,9906
4/20/20,New Buyers,Social,Prospects,Snapchat,Snapchat,2989.427624,1499529,0
4/20/20,New Buyers,Video,Prospects,Roku - Prospecting,roku-performance-data,3562.11,90701,84
4/21/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,0,0,0
4/21/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
4/21/20,New Buyers,Affiliate,Prospects,Impact Radius,SmarterChaos,4010,0,0
4/21/20,New Buyers,Affiliate,Prospects,Impact Radius,impact-radius-transaction,4010,0,0
4/21/20,New Buyers,Email,Prospects,Emarsys Acquisition,emarsys,0,34788,511
4/21/20,New Buyers,Email,Customers,Emarsys Existing,emarsys,0,446463,1327
4/21/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,5.69,4627,63
4/21/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,14028.54,1679328,11808
4/21/20,New Buyers,Social,Prospects,Snapchat,Snapchat,2556.57526,1242826,0
4/21/20,New Buyers,Video,Prospects,Roku - Prospecting,roku-performance-data,3601.28,91898,96
4/22/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,0,0,0
4/22/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
4/22/20,New Buyers,Affiliate,Prospects,Impact Radius,impact-radius-transaction,4010,0,0
4/22/20,New Buyers,Affiliate,Prospects,Impact Radius,SmarterChaos,4010,0,0
4/22/20,New Buyers,Email,Prospects,Emarsys Acquisition,emarsys,0,10646,132
4/22/20,New Buyers,Email,Customers,Emarsys Existing,emarsys,0,24673,768
4/22/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,201.6,85768,900
4/22/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,14132.67,1623260,12904
4/22/20,New Buyers,Social,Prospects,Snapchat,Snapchat,2095.314787,937083,0
4/22/20,New Buyers,Video,Prospects,Roku - Prospecting,roku-performance-data,3302.07,87154,80
4/23/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,0,0,0
4/23/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
4/23/20,New Buyers,Affiliate,Prospects,Impact Radius,SmarterChaos,4010,0,0
4/23/20,New Buyers,Affiliate,Prospects,Impact Radius,impact-radius-transaction,4010,0,0
4/23/20,New Buyers,Email,Prospects,Emarsys Acquisition,emarsys,0,26694,285
4/23/20,New Buyers,Email,Customers,Emarsys Existing,emarsys,0,20592,740
4/23/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,464.83,135024,1406
4/23/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,14098.36,1656162,11554
4/23/20,New Buyers,Social,Prospects,Snapchat,Snapchat,1798.548809,770779,0
4/23/20,New Buyers,Video,Prospects,Roku - Prospecting,roku-performance-data,3087.52,82067,75
4/24/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,0,0,0
4/24/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
4/24/20,New Buyers,Affiliate,Prospects,Impact Radius,SmarterChaos,4010,0,0
4/24/20,New Buyers,Affiliate,Prospects,Impact Radius,impact-radius-transaction,4010,0,0
4/24/20,New Buyers,Email,Prospects,Emarsys Acquisition,emarsys,0,50132,669
4/24/20,New Buyers,Email,Customers,Emarsys Existing,emarsys,0,43363,1006
4/24/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,472.62,169832,1596
4/24/20,New Buyers,Search,Prospects,Google - Search - NonBrand,Google,3679.69,10338,1267
4/24/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,17048.13,2165008,14680
4/24/20,New Buyers,Social,Prospects,Snapchat,Snapchat,1881.478833,880892,0
4/24/20,New Buyers,Video,Prospects,Roku - Prospecting,roku-performance-data,6115.85,139795,96
4/25/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,0,0,0
4/25/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
4/25/20,New Buyers,Affiliate,Prospects,Impact Radius,impact-radius-transaction,4010,0,0
4/25/20,New Buyers,Affiliate,Prospects,Impact Radius,SmarterChaos,4010,0,0
4/25/20,New Buyers,Email,Prospects,Emarsys Acquisition,emarsys,0,50241,747
4/25/20,New Buyers,Email,Customers,Emarsys Existing,emarsys,0,42774,1059
4/25/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,396.62,160958,1585
4/25/20,New Buyers,Search,Prospects,Google - Search - NonBrand,Google,3749.42,12595,1496
4/25/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,20701.52,2428018,23704
4/25/20,New Buyers,Social,Prospects,Snapchat,Snapchat,2052.215488,1042514,0
4/25/20,New Buyers,Video,Prospects,Roku - Prospecting,roku-performance-data,6145.36,142170,107
4/26/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,0,0,0
4/26/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
4/26/20,New Buyers,Affiliate,Prospects,Impact Radius,SmarterChaos,4010,0,0
4/26/20,New Buyers,Affiliate,Prospects,Impact Radius,impact-radius-transaction,4010,0,0
4/26/20,New Buyers,Email,Prospects,Emarsys Acquisition,emarsys,0,57204,829
4/26/20,New Buyers,Email,Customers,Emarsys Existing,emarsys,0,42703,963
4/26/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,371.19,140714,1329
4/26/20,New Buyers,Search,Prospects,Google - Search - NonBrand,Google,3178.3,13997,1609
4/26/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,18245.81,2164948,23170
4/26/20,New Buyers,Social,Prospects,Snapchat,Snapchat,2072.20868,1043524,0
4/26/20,New Buyers,Video,Prospects,Roku - Prospecting,roku-performance-data,5981.47,139386,94
