day,conversion_type,channel,segment,tactic,lookup_type,spend,impressions,clicks
6/1/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,704.07,5734,163
6/2/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,993.28,8592,224
6/3/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,882.59,8120,214
6/4/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,522.62,5505,120
6/5/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,568.52,4851,129
6/6/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,545.31,4788,124
6/7/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,502.49,5874,135
6/8/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,692.5,6657,187
6/9/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,863.26,7562,238
6/10/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,783.39,7165,195
6/11/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,585.98,4906,148
6/12/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,502.34,5264,123
6/13/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,630.44,5390,140
6/14/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,593.99,6550,167
6/15/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,802.17,8570,210
6/16/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1043.48,9806,261
6/17/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,876.72,9225,219
6/18/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,736.45,5990,181
6/19/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,505.82,6679,133
6/20/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,726.87,8997,185
6/21/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1209.47,15950,295
6/22/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1876.12318,39775,492
6/23/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,5038.94538,204128,1817
6/24/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,2880.42286,91607,1008
6/25/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,756.124668,11112,200
6/26/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,739.76,7225,173
6/27/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,596.92,6654,151
6/28/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,773.56,6562,172
6/29/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1089.7,7634,240
6/30/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1166.53,9720,301
7/1/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,968.21,11701,260
7/2/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,869.04,8922,200
7/3/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1200.02444,12111,269
7/4/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1258.55999,15053,312
7/5/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,860.86746,12309,212
7/6/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,914.9,16611,264
7/7/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1261.51,19226,331
7/8/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,920.83,41170,297
7/9/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,744.869545,39226,232
7/10/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,829.19,44799,247
7/11/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,830.46,36649,251
7/12/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,781.95772,31359,231
7/13/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,969.7,25819,276
7/14/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1141.8,25977,328
7/15/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1091.18,26691,293
7/16/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1748.75351,64211,312
7/17/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1307.09818,25047,246
7/18/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1272.9722,54652,305
7/19/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1332.17172,56327,334
7/20/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1297.19107,51667,297
7/21/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1201.27676,65987,370
7/22/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1229.24506,64331,365
7/23/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,913.61021,66732,278
7/24/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,814.96624,54233,268
7/25/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,856.28,90677,335
7/26/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1034.77994,84850,323
7/27/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1077.77499,70204,321
7/28/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1369.18904,95453,465
7/29/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1139.67352,98365,403
7/30/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,725.23628,68709,263
7/31/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,565.69688,31051,181
8/1/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,593.89392,28655,167
8/2/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,548.388317,29575,177
8/3/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,565.154419,36886,201
8/4/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,764.846698,31311,248
8/5/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,660.504889,42099,226
8/6/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,531.401253,49295,214
8/7/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,521.301759,50293,186
8/8/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,537.037842,43014,180
8/9/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,529.707465,42035,163
8/10/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,614.239113,29212,161
8/11/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,870.233167,28118,209
8/12/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,709.301526,35234,200
8/13/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,645.667993,39217,230
8/14/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,502.173714,31607,171
8/15/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,348.250811,19445,96
8/16/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,382.187985,11556,90
8/17/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,468.131033,15937,129
8/18/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,671.477423,16011,144
8/19/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,549.303312,21746,144
8/20/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,513.147536,20665,123
8/21/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,426.037921,16765,105
8/22/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,358.395476,16448,97
8/23/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,409.325209,12159,98
8/24/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,742.147206,9579,168
8/25/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,877.368996,13411,206
8/26/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,775.502539,13948,176
8/27/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,779.746426,15557,186
8/28/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,116.059898,2025,25
9/4/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,269.199841,6287,62
9/5/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,318.56248,7139,80
9/6/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,444.292871,10122,105
9/7/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,534.155995,12950,139
9/8/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,633.789666,10617,145
9/9/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,552.243362,22342,141
9/10/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,322.018568,20674,106
9/11/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,309.120944,14159,72
9/12/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,343.260345,8007,88
9/13/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,434.322786,9927,98
9/14/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,522.880378,8639,117
9/15/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,719.958785,10745,155
9/16/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,652.124927,33462,152
9/17/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,491.721558,16060,96
9/18/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,465.032469,17948,109
9/19/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,400.425522,14273,93
9/20/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,456.648798,11822,106
9/21/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,503.753129,8347,113
9/22/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,685.361529,8888,151
9/23/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,665.793615,29752,157
9/24/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,415.764472,17124,114
9/25/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,468.257363,19571,114
9/26/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,503.261572,14015,121
9/27/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,469.867099,5151,89
9/28/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,622.462087,3463,127
9/29/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,771.490747,4366,150
9/30/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,581.801209,7986,126
10/1/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,412.51622,17652,132
10/2/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,608.70348,40249,231
10/3/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,520.465443,28300,166
10/4/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,439.42572,17806,106
10/5/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,717.307784,19196,161
10/6/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,805.458261,17523,171
10/7/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,698.685036,47525,188
10/8/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,555.407985,26672,145
10/9/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,564.133272,21240,146
10/10/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,484.092768,9419,127
10/11/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,726.882139,10464,165
10/12/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,945.61701,13824,231
10/13/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1245.068277,29713,324
10/14/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1385.286113,95976,407
10/15/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,742.901569,40358,213
10/16/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,519.584265,16435,145
10/17/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,561.809213,24571,151
10/18/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,519.85892,21491,142
10/19/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,699.001067,19611,192
10/20/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1175.030109,52404,409
10/21/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1214.775884,63405,439
10/22/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,467.382716,21868,175
10/23/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,400.016573,19759,139
10/24/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,499.155688,24883,170
10/25/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,557.913216,25138,207
10/26/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1320.732934,22855,231
10/27/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1288.011332,13811,241
10/28/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,993.347964,30155,249
10/29/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,699.351878,37017,173
10/30/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,969.223541,42312,217
10/31/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1788.808508,90667,389
11/1/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1163.757381,29485,236
11/2/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1204.799756,28267,265
11/3/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1239.816386,23541,309
11/4/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,768.375651,13518,217
11/5/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,490.854759,6959,142
11/6/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,463.728073,11548,147
11/7/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,444.188393,21185,162
11/8/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,652.506043,20772,199
11/9/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1271.467767,73824,407
11/10/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1571.178761,83968,465
11/11/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,2594.252242,272751,935
11/12/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1310.951351,128844,456
11/13/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,809.962615,92801,280
11/14/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,815.708143,118760,309
11/15/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,742.859526,51918,255
11/16/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1001.993073,60786,309
11/17/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1420.821642,95460,426
11/18/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1321.190577,148951,468
11/19/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,981.421755,115192,340
11/20/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,648.13063,31216,196
11/21/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,821.275506,36238,246
11/22/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,999.259958,21499,250
11/23/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,912.0713,17134,238
11/24/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1008.348427,34363,289
11/25/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1178.199328,91488,367
11/26/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1099.630818,45265,277
11/27/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1360.203281,131244,401
11/28/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1279.485435,89547,360
11/29/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,964.367495,58866,311
11/30/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1546.115346,148890,519
12/1/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,2278.551491,213728,710
12/2/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,2144.983239,251989,741
12/3/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1377.793837,170401,467
12/4/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1301.817025,168868,454
12/5/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1628.763244,236898,582
12/6/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1577.191632,188449,559
12/7/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1798.392463,151811,553
12/8/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,2638.185902,204066,735
12/9/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,2130.375889,187697,599
12/10/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1491.504786,139994,442
12/11/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1760.729457,157998,493
12/12/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1313.604475,151294,414
12/13/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1557.869174,171273,488
12/14/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1756.179265,164888,517
12/15/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1375.843326,61246,371
12/16/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1207.784344,63843,351
12/17/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1052.773917,41345,266
12/18/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1372.517299,83314,341
12/19/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,930.41941,51066,272
12/20/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,857.218271,99160,318
12/21/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,979.29242,72002,302
12/22/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1267.558146,85852,369
12/23/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1057.240068,83321,350
12/24/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,992.72345,73148,326
12/25/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,966.179917,61626,293
12/26/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1007.942363,62045,313
12/27/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1379.843812,127243,448
12/28/18,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,355.457036,44568,136
12/31/18,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
1/1/19,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
1/2/19,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,413.017105,157427,198
1/2/19,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
1/3/19,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,403.648284,104328,181
1/3/19,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
1/4/19,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,400.29403,99996,172
1/4/19,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
1/5/19,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,401.237111,67941,174
1/5/19,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
1/6/19,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,399.525885,89542,194
1/6/19,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
1/7/19,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,415.765006,105676,190
1/7/19,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
1/8/19,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,372.656071,79518,161
1/8/19,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
1/9/19,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,320.156031,112515,175
1/9/19,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
1/10/19,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,410.426261,134395,223
1/10/19,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
1/11/19,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,637.660962,157265,265
1/11/19,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
1/12/19,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,921.916505,171486,368
1/12/19,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
1/13/19,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,699.169617,190262,307
1/13/19,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
1/14/19,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,710.573514,141949,245
1/14/19,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
1/15/19,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,671.493176,168182,258
1/15/19,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
1/16/19,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,436.595515,104024,172
1/16/19,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
1/17/19,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,669.121794,183602,242
1/17/19,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
1/18/19,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,830.825295,149780,263
1/18/19,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
1/19/19,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1283.030636,149459,391
1/19/19,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
1/20/19,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1149.758688,181591,423
1/20/19,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
1/21/19,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,674.632891,213845,307
1/21/19,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
1/22/19,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,788.032583,134086,266
1/22/19,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
1/23/19,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1223.815927,168384,374
1/23/19,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
1/24/19,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,863.109037,100362,228
1/24/19,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
1/25/19,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1824.732633,29934,242
1/25/19,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
1/26/19,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1918.854986,41213,313
1/26/19,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
1/27/19,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,1282.15858,78172,270
1/27/19,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
1/28/19,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,736.914426,89860,203
1/28/19,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
1/29/19,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,864.789604,91147,209
1/29/19,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
1/30/19,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,814.434123,117602,242
1/30/19,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
1/31/19,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,597.905677,168917,228
1/31/19,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
2/1/19,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,632.991893,89427,195
2/1/19,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
2/2/19,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,749.093871,74609,227
2/2/19,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
2/3/19,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,651.079533,99382,201
2/3/19,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
2/4/19,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,369.523282,96021,138
2/4/19,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
2/5/19,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,366.536411,68083,131
2/5/19,New Buyers,Social,Prospects,Snapchat,Snapchat,0,0,0
